-1.173547021571706e+00 -6.491150521559507e-01  9.618269611074662e-01  2.118952201867671e+00 -2.298581704963684e+00  2.705845906638853e-01 
 2.114990723260533e-01 -2.779462083696151e-01  9.807274199753130e-03 -1.136187584074998e-01 -2.486836324909913e+00 -3.433374112900896e-01 
-4.199330164024422e-01  1.279863811919413e-01 -2.057489057669928e+00 -7.972714109716795e-01  3.639501326940122e-01 -3.946508080115320e-01 
-1.123633402747032e+00 -1.325530714086143e+00 -2.108902796176273e-02  8.760611879054832e-01 -8.999369997175242e-01  1.216477746154830e+00 
 2.227478702976565e-01  6.396562501116543e-02 -5.966779108715617e-01 -2.084191523768822e+00  1.335114062009491e+00  9.148440307720748e-01 
 6.854580206448738e-01  1.406532243119657e+00  1.376905846011722e+00  7.441209528838074e-01  2.957431362409367e-01 -2.311003574688334e-01 
 2.167808360921223e-01  1.741135259505334e+00 -7.467351069740517e-01  3.437600181366199e-01 -2.249894111566520e+00  8.794008719744085e-01 
-1.295049341278447e+00 -1.912187420095246e-01  1.268879111919965e-01 -1.977313786367105e-02 -4.208244736167015e-01  2.700097410931663e-01 
 1.353874404333383e+00 -3.554638251693425e-01  2.060695193732942e+00  3.188124504478021e-01  1.543695940324659e+00  1.529682410223401e+00 
-4.087252989600358e-02 -1.005644986233367e-01 -1.906301729182423e+00 -2.837144840353691e-01  2.130861239553058e-02  2.693561180840229e-01 
 4.234866144440220e-01  7.656888888372728e-01 -9.650352471416135e-01  9.977998877204968e-01  3.773083596320539e-01 -8.007524746479304e-01 
-9.726026477122854e-01 -5.349392448586724e-01  8.714036585980043e-01  1.374336749312199e+00 -1.102646657595581e+00 -5.577176497999550e-01 
-1.611263500409623e-01  1.280979630697995e-01 -1.070900779986553e+00 -1.435973726946882e+00 -1.787469436101461e+00 -1.761422749865265e-01 
-1.245147384132912e+00  9.112065385420849e-01 -4.076243456968106e-01  3.930116505536603e-01  2.587533679646056e-01  1.209860882466633e+00 
-6.034510962240523e-02 -7.685860537767663e-01 -9.153558942125908e-01  7.049494947947610e-01  4.846374941543026e-02 -2.667884496790270e-01 
-7.955220726424143e-01 -8.713876982006944e-01 -1.107769061091280e+00  1.380832617268013e+00  3.028663998138069e-01 -7.085476995400938e-01 
-2.877916978812712e-01  5.928699556214839e-01  8.183509503589542e-01 -2.542244987783441e-01 -1.589143465219109e+00 -4.755568015738189e-01 
 4.407127634037666e-01 -3.856544578617911e-01  1.130927583100964e+00 -7.077158621361043e-01  5.120500955133995e-01  4.363359012336256e-01 
-8.862828603245608e-01  2.205641668676840e+00  6.126860836268018e-01 -2.466173466687203e+00 -6.718148573650203e-01  2.517516614191458e-01 
 3.835654091103836e-02 -2.167176224563554e-01  4.350506278820594e-02  8.015647736134147e-01  1.358288074969447e+00 -1.399552452096191e-01 
-5.623127869964843e-01  2.100278697514582e+00  2.074843477368998e-01  1.855990993306955e-01 -7.970331881457305e-01 -6.402486545461964e-01 
-3.994680251729634e-01  1.599855958537443e+00 -9.953567212134992e-02  1.432161356591693e+00  1.303603151869474e-01 -6.314704312834835e-01 
 5.160691558985570e-01 -3.560841851795333e-01 -2.678788385285794e-01  7.883984511343375e-02 -6.163596459762397e-01  1.026272544465783e+00 
-9.150261539599041e-01 -1.067009086218884e+00 -2.461223371007196e-02  5.955531244739578e-01 -1.881173603651790e+00 -8.775358439505436e-02 
 1.343422667472350e+00 -1.432294814255393e-01  9.747676159374573e-01 -4.095988842474147e-01 -6.003879090066204e-01  1.324552605684928e+00 
 3.055720128298421e-01 -9.621076624045644e-02  7.690378886291391e-01  3.538352131605118e-01  2.289470322778392e-01 -2.381136924551685e-01 
-1.217975636275768e+00 -1.006803111799489e+00 -1.518366972660230e+00 -8.842219648949914e-01  1.148239439371047e+00  8.101660084653621e-02 
 1.871252195968369e+00 -6.454514296667945e-01  2.639810628949769e-01 -4.929054042734868e-01  1.411593866852612e+00 -1.266549248524007e-01 
-9.014167793027495e-01  1.020903584642153e+00 -1.722077623325062e+00  1.267015001920856e+00  8.815292491996056e-01 -5.167892021073969e-01 
